1,New South Wales,Broadacre crops - Cereal crops - Barley for grain - Yield (t/ha),1.71,..
1,New South Wales,Broadacre crops - Cereal crops - Triticale for grain - Area (ha),22856.72,279.44
1,New South Wales,Broadacre crops - Cereal crops - Triticale for grain - Production (t),48711.62,279.44
1,New South Wales,Broadacre crops - Cereal crops - Triticale for grain - Yield (t/ha),2.13,..
1,New South Wales,Broadacre crops - Cereal crops - Sorghum for grain - Area (ha),108339.5,488.17
1,New South Wales,Broadacre crops - Cereal crops - Sorghum for grain - Production (t),279022.96,488.17
1,New South Wales,Broadacre crops - Cereal crops - Sorghum for grain - Yield (t/ha),2.58,..
1,New South Wales,Broadacre crops - Cereal crops - Rice for grain - Area (ha),60055,554.05
1,New South Wales,Broadacre crops - Cereal crops - Rice for grain - Production (t),628135,554.05
1,New South Wales,Broadacre crops - Cereal crops - Rice for grain - Yield (t/ha),10.46,..
1,New South Wales,Broadacre crops - Cereal crops - Maize for grain - Area (ha),20163.31,158.06
1,New South Wales,Broadacre crops - Cereal crops - Maize for grain - Production (t),190204.29,158.06
1,New South Wales,Broadacre crops - Cereal crops - Maize for grain - Yield (t/ha),9.43,..
1,New South Wales,Broadacre crops - Cereal crops - All other cereals for grain or seed - Area (ha),7374.17,48.33
1,New South Wales,Broadacre crops - Cereal crops - All other cereals for grain or seed - Production (t),4578.69,48.33
1,New South Wales,Broadacre crops - Cereal crops - All other cereals for grain or seed - Yield (t/ha),0.62,..
1,New South Wales,Fruit and nuts - Citrus fruit - Mandarins - Total trees (no.),253151.31,95.01
1,New South Wales,Fruit and nuts - Citrus fruit - Mandarins - Trees not yet of bearing age (no.),26138.76,27.04
1,New South Wales,Fruit and nuts - Citrus fruit - Mandarins - Trees of bearing age (no.),227012.56,87.33
1,New South Wales,Fruit and nuts - Citrus fruit - Mandarins - Production (t),5514.26145,87.33
1,New South Wales,Fruit and nuts - Citrus fruit - Mandarins - Yield (t/tree),0.02429,..
1,New South Wales,Fruit and nuts - Citrus fruit - Oranges - Total trees (no.),3026256.65,353.33
1,New South Wales,Fruit and nuts - Citrus fruit - Oranges - Trees not yet of bearing age (no.),139735.58,57.19
1,New South Wales,Fruit and nuts - Citrus fruit - Oranges - Trees of bearing age (no.),2886521.07,348.78
1,New South Wales,Fruit and nuts - Citrus fruit - Oranges - Production (t),142499.37978,348.78
1,New South Wales,Fruit and nuts - Citrus fruit - Oranges - Yield (t/tree),0.04937,..
1,New South Wales,Fruit and nuts - Citrus fruit - Other citrus fruit n.e.c. - Total trees (no.),171704.74,110.21
1,New South Wales,Fruit and nuts - Citrus fruit - Other citrus fruit n.e.c. - Trees not yet of bearing age (no.),18685.94,24.58
1,New South Wales,Fruit and nuts - Citrus fruit - Other citrus fruit n.e.c. - Trees of bearing age (no.),153018.8,92.09
101,Capital Region,Broadacre crops - Cereal crops - Wheat for grain - Area (ha),58727.46,390.25
101,Capital Region,Broadacre crops - Cereal crops - Wheat for grain - Production (t),167659.6,390.25
101,Capital Region,Broadacre crops - Cereal crops - Wheat for grain - Yield (t/ha),2.85,..
101,Capital Region,Broadacre crops - Cereal crops - Oats for grain - Area (ha),13512.88,338.05
101,Capital Region,Broadacre crops - Cereal crops - Oats for grain - Production (t),17410.24,338.05
101,Capital Region,Broadacre crops - Cereal crops - Oats for grain - Yield (t/ha),1.29,..
101,Capital Region,Broadacre crops - Cereal crops - Barley for grain - Area (ha),3112.02,50.66
101,Capital Region,Broadacre crops - Cereal crops - Barley for grain - Production (t),7652.1,50.66
101,Capital Region,Broadacre crops - Cereal crops - Barley for grain - Yield (t/ha),2.46,..
101,Capital Region,Broadacre crops - Cereal crops - Triticale for grain - Area (ha),1455.25,16.61
101,Capital Region,Broadacre crops - Cereal crops - Triticale for grain - Production (t),3350.47,16.61
101,Capital Region,Broadacre crops - Cereal crops - Triticale for grain - Yield (t/ha),2.3,..
101,Capital Region,Fruit and nuts - Citrus fruit - Mandarins - Total trees (no.),15.18,2.53
101,Capital Region,Fruit and nuts - Citrus fruit - Mandarins - Trees of bearing age (no.),15.18,2.53
101,Capital Region,Fruit and nuts - Citrus fruit - Mandarins - Production (t),0.25303,2.53
101,Capital Region,Fruit and nuts - Citrus fruit - Mandarins - Yield (t/tree),0.01667,..
101,Capital Region,Fruit and nuts - Citrus fruit - Oranges - Total trees (no.),75.91,2.53
101,Capital Region,Fruit and nuts - Citrus fruit - Oranges - Trees of bearing age (no.),75.91,2.53
101,Capital Region,Fruit and nuts - Citrus fruit - Oranges - Production (t),0.75908,2.53
101,Capital Region,Fruit and nuts - Citrus fruit - Oranges - Yield (t/tree),0.01,..
101,Capital Region,Fruit and nuts - Citrus fruit - Other citrus fruit n.e.c. - Total trees (no.),101.21,2.53
101,Capital Region,Fruit and nuts - Citrus fruit - Other citrus fruit n.e.c. - Trees of bearing age (no.),101.21,2.53
102,Central Coast,Fruit and nuts - Citrus fruit - Mandarins - Total trees (no.),1477.87,4.04
102,Central Coast,Fruit and nuts - Citrus fruit - Mandarins - Trees not yet of bearing age (no.),45.61,1.52
102,Central Coast,Fruit and nuts - Citrus fruit - Mandarins - Trees of bearing age (no.),1432.26,4.04
102,Central Coast,Fruit and nuts - Citrus fruit - Mandarins - Production (t),47.48718,4.04
102,Central Coast,Fruit and nuts - Citrus fruit - Mandarins - Yield (t/tree),0.03316,..
102,Central Coast,Fruit and nuts - Citrus fruit - Oranges - Total trees (no.),93164.11,31.06
102,Central Coast,Fruit and nuts - Citrus fruit - Oranges - Trees not yet of bearing age (no.),1376.38,4.18
102,Central Coast,Fruit and nuts - Citrus fruit - Oranges - Trees of bearing age (no.),91787.73,29.54
102,Central Coast,Fruit and nuts - Citrus fruit - Oranges - Production (t),2815.2692,29.54
102,Central Coast,Fruit and nuts - Citrus fruit - Oranges - Yield (t/tree),0.03067,..
102,Central Coast,Fruit and nuts - Citrus fruit - Other citrus fruit n.e.c. - Total trees (no.),25929.56,18.07
102,Central Coast,Fruit and nuts - Citrus fruit - Other citrus fruit n.e.c. - Trees not yet of bearing age (no.),642.37,2.14
102,Central Coast,Fruit and nuts - Citrus fruit - Other citrus fruit n.e.c. - Trees of bearing age (no.),25287.19,18.07
103,Central West,Broadacre crops - Cereal crops - Wheat for grain - Area (ha),577351.11,1345.11
103,Central West,Broadacre crops - Cereal crops - Wheat for grain - Production (t),924210.18,1345.11
103,Central West,Broadacre crops - Cereal crops - Wheat for grain - Yield (t/ha),1.6,..
103,Central West,Broadacre crops - Cereal crops - Oats for grain - Area (ha),127301.5,1081.18
103,Central West,Broadacre crops - Cereal crops - Oats for grain - Production (t),74201.03,1081.18
103,Central West,Broadacre crops - Cereal crops - Oats for grain - Yield (t/ha),0.58,..
103,Central West,Broadacre crops - Cereal crops - Barley for grain - Area (ha),172848.75,772.29
103,Central West,Broadacre crops - Cereal crops - Barley for grain - Production (t),255134.96,772.29
103,Central West,Broadacre crops - Cereal crops - Barley for grain - Yield (t/ha),1.48,..
103,Central West,Broadacre crops - Cereal crops - Triticale for grain - Area (ha),4813.95,95.92
103,Central West,Broadacre crops - Cereal crops - Triticale for grain - Production (t),8463.67,95.92
103,Central West,Broadacre crops - Cereal crops - Triticale for grain - Yield (t/ha),1.76,..
103,Central West,Broadacre crops - Cereal crops - Sorghum for grain - Area (ha),4036.9,16.04
103,Central West,Broadacre crops - Cereal crops - Sorghum for grain - Production (t),6096.34,16.04
103,Central West,Broadacre crops - Cereal crops - Sorghum for grain - Yield (t/ha),1.51,..
103,Central West,Broadacre crops - Cereal crops - Rice for grain - Area (ha),185.49,3.09
103,Central West,Broadacre crops - Cereal crops - Rice for grain - Production (t),1916.75,3.09
103,Central West,Broadacre crops - Cereal crops - Rice for grain - Yield (t/ha),10.33,..
103,Central West,Broadacre crops - Cereal crops - All other cereals for grain or seed - Area (ha),3468.71,18.65
103,Central West,Broadacre crops - Cereal crops - All other cereals for grain or seed - Production (t),3172.75,18.65
103,Central West,Broadacre crops - Cereal crops - All other cereals for grain or seed - Yield (t/ha),0.91,..
103,Central West,Fruit and nuts - Citrus fruit - Oranges - Total trees (no.),200000,1
103,Central West,Fruit and nuts - Citrus fruit - Oranges - Trees of bearing age (no.),200000,1
103,Central West,Fruit and nuts - Citrus fruit - Oranges - Production (t),7831,1
103,Central West,Fruit and nuts - Citrus fruit - Oranges - Yield (t/tree),0.03916,..
104,Coffs Harbour - Grafton,Broadacre crops - Cereal crops - Triticale for grain - Area (ha),10,1
104,Coffs Harbour - Grafton,Broadacre crops - Cereal crops - Triticale for grain - Production (t),21.87,1
104,Coffs Harbour - Grafton,Broadacre crops - Cereal crops - Triticale for grain - Yield (t/ha),2.19,..
104,Coffs Harbour - Grafton,Fruit and nuts - Citrus fruit - Other citrus fruit n.e.c. - Total trees (no.),135.26,1.91
104,Coffs Harbour - Grafton,Fruit and nuts - Citrus fruit - Other citrus fruit n.e.c. - Trees not yet of bearing age (no.),135.26,1.91
105,Far West and Orana,Broadacre crops - Cereal crops - Wheat for grain - Area (ha),565955.26,880.93
105,Far West and Orana,Broadacre crops - Cereal crops - Wheat for grain - Production (t),434596.95,880.93
105,Far West and Orana,Broadacre crops - Cereal crops - Wheat for grain - Yield (t/ha),0.77,..
105,Far West and Orana,Broadacre crops - Cereal crops - Oats for grain - Area (ha),91235.32,578.64
105,Far West and Orana,Broadacre crops - Cereal crops - Oats for grain - Production (t),11837.12,578.64
105,Far West and Orana,Broadacre crops - Cereal crops - Oats for grain - Yield (t/ha),0.13,..
105,Far West and Orana,Broadacre crops - Cereal crops - Barley for grain - Area (ha),83739.35,408.29
105,Far West and Orana,Broadacre crops - Cereal crops - Barley for grain - Production (t),60147.01,408.29
105,Far West and Orana,Broadacre crops - Cereal crops - Barley for grain - Yield (t/ha),0.72,..
105,Far West and Orana,Broadacre crops - Cereal crops - Triticale for grain - Area (ha),2309.57,8.33
105,Far West and Orana,Broadacre crops - Cereal crops - Triticale for grain - Production (t),2165.88,8.33
105,Far West and Orana,Broadacre crops - Cereal crops - Triticale for grain - Yield (t/ha),0.94,..
105,Far West and Orana,Broadacre crops - Cereal crops - Sorghum for grain - Area (ha),12514.88,42.34
105,Far West and Orana,Broadacre crops - Cereal crops - Sorghum for grain - Production (t),25882.41,42.34
105,Far West and Orana,Broadacre crops - Cereal crops - Sorghum for grain - Yield (t/ha),2.07,..
105,Far West and Orana,Broadacre crops - Cereal crops - Maize for grain - Area (ha),168,1
105,Far West and Orana,Broadacre crops - Cereal crops - Maize for grain - Production (t),1700,1
105,Far West and Orana,Broadacre crops - Cereal crops - Maize for grain - Yield (t/ha),10.12,..
105,Far West and Orana,Fruit and nuts - Citrus fruit - Oranges - Total trees (no.),7661.86,1
105,Far West and Orana,Fruit and nuts - Citrus fruit - Oranges - Trees of bearing age (no.),7661.86,1
105,Far West and Orana,Fruit and nuts - Citrus fruit - Oranges - Production (t),300,1
105,Far West and Orana,Fruit and nuts - Citrus fruit - Oranges - Yield (t/tree),0.03916,..
106,Hunter Valley exc Newcastle,Broadacre crops - Cereal crops - Wheat for grain - Area (ha),2688.03,20.69
106,Hunter Valley exc Newcastle,Broadacre crops - Cereal crops - Wheat for grain - Production (t),6227.26,20.69
106,Hunter Valley exc Newcastle,Broadacre crops - Cereal crops - Wheat for grain - Yield (t/ha),2.32,..
106,Hunter Valley exc Newcastle,Broadacre crops - Cereal crops - Oats for grain - Area (ha),4466.79,32.36
106,Hunter Valley exc Newcastle,Broadacre crops - Cereal crops - Oats for grain - Production (t),3015.51,32.36
106,Hunter Valley exc Newcastle,Broadacre crops - Cereal crops - Oats for grain - Yield (t/ha),0.68,..
106,Hunter Valley exc Newcastle,Broadacre crops - Cereal crops - Barley for grain - Area (ha),2313.4,21.87
106,Hunter Valley exc Newcastle,Broadacre crops - Cereal crops - Barley for grain - Production (t),6602.44,21.87
106,Hunter Valley exc Newcastle,Broadacre crops - Cereal crops - Barley for grain - Yield (t/ha),2.85,..
106,Hunter Valley exc Newcastle,Broadacre crops - Cereal crops - Maize for grain - Area (ha),261.52,4.77
106,Hunter Valley exc Newcastle,Broadacre crops - Cereal crops - Maize for grain - Production (t),481.38,4.77
106,Hunter Valley exc Newcastle,Broadacre crops - Cereal crops - Maize for grain - Yield (t/ha),1.84,..
108,Mid North Coast,Broadacre crops - Cereal crops - Oats for grain - Area (ha),2.36,1.52
108,Mid North Coast,Broadacre crops - Cereal crops - Oats for grain - Production (t),1.52,1.52
108,Mid North Coast,Broadacre crops - Cereal crops - Oats for grain - Yield (t/ha),0.64,..
108,Mid North Coast,Broadacre crops - Cereal crops - Maize for grain - Area (ha),100,1
108,Mid North Coast,Broadacre crops - Cereal crops - Maize for grain - Production (t),247.76,1
108,Mid North Coast,Broadacre crops - Cereal crops - Maize for grain - Yield (t/ha),2.48,..
108,Mid North Coast,Fruit and nuts - Citrus fruit - Mandarins - Total trees (no.),456.09,1.52
108,Mid North Coast,Fruit and nuts - Citrus fruit - Mandarins - Trees of bearing age (no.),456.09,1.52
108,Mid North Coast,Fruit and nuts - Citrus fruit - Mandarins - Production (t),0.76015,1.52
108,Mid North Coast,Fruit and nuts - Citrus fruit - Mandarins - Yield (t/tree),0.00167,..
108,Mid North Coast,Fruit and nuts - Citrus fruit - Oranges - Total trees (no.),456.09,1.52
108,Mid North Coast,Fruit and nuts - Citrus fruit - Oranges - Trees of bearing age (no.),456.09,1.52
108,Mid North Coast,Fruit and nuts - Citrus fruit - Oranges - Production (t),1.5203,1.52
108,Mid North Coast,Fruit and nuts - Citrus fruit - Oranges - Yield (t/tree),0.00333,..
108,Mid North Coast,Fruit and nuts - Citrus fruit - Other citrus fruit n.e.c. - Total trees (no.),1216.24,1.52
108,Mid North Coast,Fruit and nuts - Citrus fruit - Other citrus fruit n.e.c. - Trees of bearing age (no.),1216.24,1.52
109,Murray,Broadacre crops - Cereal crops - Wheat for grain - Area (ha),463299.71,1065.1
109,Murray,Broadacre crops - Cereal crops - Wheat for grain - Production (t),1144748.35,1065.1
109,Murray,Broadacre crops - Cereal crops - Wheat for grain - Yield (t/ha),2.47,..
109,Murray,Broadacre crops - Cereal crops - Oats for grain - Area (ha),31978.11,305.5
109,Murray,Broadacre crops - Cereal crops - Oats for grain - Production (t),56882.18,305.5
109,Murray,Broadacre crops - Cereal crops - Oats for grain - Yield (t/ha),1.78,..
109,Murray,Broadacre crops - Cereal crops - Barley for grain - Area (ha),134772.89,523.77
109,Murray,Broadacre crops - Cereal crops - Barley for grain - Production (t),304001.25,523.77
109,Murray,Broadacre crops - Cereal crops - Barley for grain - Yield (t/ha),2.26,..
109,Murray,Broadacre crops - Cereal crops - Triticale for grain - Area (ha),5574.45,80.54
109,Murray,Broadacre crops - Cereal crops - Triticale for grain - Production (t),19382.79,80.54
109,Murray,Broadacre crops - Cereal crops - Triticale for grain - Yield (t/ha),3.48,..
109,Murray,Broadacre crops - Cereal crops - Sorghum for grain - Area (ha),167.3,10.06
109,Murray,Broadacre crops - Cereal crops - Sorghum for grain - Production (t),773.98,10.06
109,Murray,Broadacre crops - Cereal crops - Sorghum for grain - Yield (t/ha),4.63,..
109,Murray,Broadacre crops - Cereal crops - Rice for grain - Area (ha),32543.31,268.53
109,Murray,Broadacre crops - Cereal crops - Rice for grain - Production (t),339701.25,268.53
109,Murray,Broadacre crops - Cereal crops - Rice for grain - Yield (t/ha),10.44,..
109,Murray,Broadacre crops - Cereal crops - Maize for grain - Area (ha),8296.72,56.14
109,Murray,Broadacre crops - Cereal crops - Maize for grain - Production (t),98925.26,56.14
109,Murray,Broadacre crops - Cereal crops - Maize for grain - Yield (t/ha),11.92,..
109,Murray,Broadacre crops - Cereal crops - All other cereals for grain or seed - Area (ha),1477.62,12.38
109,Murray,Broadacre crops - Cereal crops - All other cereals for grain or seed - Production (t),438.21,12.38
109,Murray,Broadacre crops - Cereal crops - All other cereals for grain or seed - Yield (t/ha),0.3,..
109,Murray,Fruit and nuts - Citrus fruit - Mandarins - Total trees (no.),108892.34,47.33
109,Murray,Fruit and nuts - Citrus fruit - Mandarins - Trees not yet of bearing age (no.),11462.2,16.13
109,Murray,Fruit and nuts - Citrus fruit - Mandarins - Trees of bearing age (no.),97430.15,45.19
109,Murray,Fruit and nuts - Citrus fruit - Mandarins - Production (t),2854.12125,45.19
109,Murray,Fruit and nuts - Citrus fruit - Mandarins - Yield (t/tree),0.02929,..
109,Murray,Fruit and nuts - Citrus fruit - Oranges - Total trees (no.),526781.56,57.96
109,Murray,Fruit and nuts - Citrus fruit - Oranges - Trees not yet of bearing age (no.),19346.21,18.45
109,Murray,Fruit and nuts - Citrus fruit - Oranges - Trees of bearing age (no.),507435.35,57.96
109,Murray,Fruit and nuts - Citrus fruit - Oranges - Production (t),22212.53422,57.96
109,Murray,Fruit and nuts - Citrus fruit - Oranges - Yield (t/tree),0.04377,..
109,Murray,Fruit and nuts - Citrus fruit - Other citrus fruit n.e.c. - Total trees (no.),64622.81,23.94
109,Murray,Fruit and nuts - Citrus fruit - Other citrus fruit n.e.c. - Trees not yet of bearing age (no.),4142.36,4.13
109,Murray,Fruit and nuts - Citrus fruit - Other citrus fruit n.e.c. - Trees of bearing age (no.),60480.45,19.81
110,New England and North West,Broadacre crops - Cereal crops - Wheat for grain - Area (ha),472724.44,937.57
110,New England and North West,Broadacre crops - Cereal crops - Wheat for grain - Production (t),737558.52,937.57
110,New England and North West,Broadacre crops - Cereal crops - Wheat for grain - Yield (t/ha),1.56,..
110,New England and North West,Broadacre crops - Cereal crops - Oats for grain - Area (ha),57008.74,545.35
110,New England and North West,Broadacre crops - Cereal crops - Oats for grain - Production (t),14066.57,545.35
110,New England and North West,Broadacre crops - Cereal crops - Oats for grain - Yield (t/ha),0.25,..
110,New England and North West,Broadacre crops - Cereal crops - Barley for grain - Area (ha),185318.46,562.43
110,New England and North West,Broadacre crops - Cereal crops - Barley for grain - Production (t),355794.7,562.43
110,New England and North West,Broadacre crops - Cereal crops - Barley for grain - Yield (t/ha),1.92,..
110,New England and North West,Broadacre crops - Cereal crops - Triticale for grain - Area (ha),3989.15,29.7
110,New England and North West,Broadacre crops - Cereal crops - Triticale for grain - Production (t),6742.19,29.7
110,New England and North West,Broadacre crops - Cereal crops - Triticale for grain - Yield (t/ha),1.69,..
110,New England and North West,Broadacre crops - Cereal crops - Sorghum for grain - Area (ha),89860.28,393.72
110,New England and North West,Broadacre crops - Cereal crops - Sorghum for grain - Production (t),242808.16,393.72
110,New England and North West,Broadacre crops - Cereal crops - Sorghum for grain - Yield (t/ha),2.7,..
110,New England and North West,Broadacre crops - Cereal crops - Rice for grain - Area (ha),601.38,11.29
110,New England and North West,Broadacre crops - Cereal crops - Rice for grain - Production (t),2093.16,11.29
110,New England and North West,Broadacre crops - Cereal crops - Rice for grain - Yield (t/ha),3.48,..
110,New England and North West,Broadacre crops - Cereal crops - Maize for grain - Area (ha),3865.88,22.11
110,New England and North West,Broadacre crops - Cereal crops - Maize for grain - Production (t),12799.78,22.11
110,New England and North West,Broadacre crops - Cereal crops - Maize for grain - Yield (t/ha),3.31,..
110,New England and North West,Broadacre crops - Cereal crops - All other cereals for grain or seed - Area (ha),226.76,2.63
110,New England and North West,Broadacre crops - Cereal crops - All other cereals for grain or seed - Production (t),160,2.63
110,New England and North West,Broadacre crops - Cereal crops - All other cereals for grain or seed - Yield (t/ha),0.71,..
110,New England and North West,Fruit and nuts - Citrus fruit - Oranges - Total trees (no.),177012.79,3.2
110,New England and North West,Fruit and nuts - Citrus fruit - Oranges - Trees not yet of bearing age (no.),77786.53,1.6
110,New England and North West,Fruit and nuts - Citrus fruit - Oranges - Trees of bearing age (no.),99226.27,3.2
110,New England and North West,Fruit and nuts - Citrus fruit - Oranges - Production (t),6426.65333,3.2
110,New England and North West,Fruit and nuts - Citrus fruit - Oranges - Yield (t/tree),0.06477,..
112,Richmond - Tweed,Broadacre crops - Cereal crops - Wheat for grain - Area (ha),480.22,7.92
112,Richmond - Tweed,Broadacre crops - Cereal crops - Wheat for grain - Production (t),366.65,7.92
112,Richmond - Tweed,Broadacre crops - Cereal crops - Wheat for grain - Yield (t/ha),0.76,..
112,Richmond - Tweed,Broadacre crops - Cereal crops - Rice for grain - Area (ha),161.3,26.88
112,Richmond - Tweed,Broadacre crops - Cereal crops - Rice for grain - Production (t),779.62,26.88
112,Richmond - Tweed,Broadacre crops - Cereal crops - Rice for grain - Yield (t/ha),4.83,..
112,Richmond - Tweed,Broadacre crops - Cereal crops - Maize for grain - Area (ha),48,1
112,Richmond - Tweed,Broadacre crops - Cereal crops - Maize for grain - Production (t),402,1
112,Richmond - Tweed,Broadacre crops - Cereal crops - Maize for grain - Yield (t/ha),8.38,..
112,Richmond - Tweed,Fruit and nuts - Citrus fruit - Mandarins - Total trees (no.),851.27,13.64
112,Richmond - Tweed,Fruit and nuts - Citrus fruit - Mandarins - Trees of bearing age (no.),851.27,13.64
112,Richmond - Tweed,Fruit and nuts - Citrus fruit - Mandarins - Production (t),4.4849,13.64
112,Richmond - Tweed,Fruit and nuts - Citrus fruit - Mandarins - Yield (t/tree),0.00527,..
112,Richmond - Tweed,Fruit and nuts - Citrus fruit - Oranges - Total trees (no.),610.96,13.64
112,Richmond - Tweed,Fruit and nuts - Citrus fruit - Oranges - Trees of bearing age (no.),610.96,13.64
112,Richmond - Tweed,Fruit and nuts - Citrus fruit - Oranges - Production (t),3.97704,13.64
112,Richmond - Tweed,Fruit and nuts - Citrus fruit - Oranges - Yield (t/tree),0.00651,..
112,Richmond - Tweed,Fruit and nuts - Citrus fruit - Other citrus fruit n.e.c. - Total trees (no.),5518.28,17.95
112,Richmond - Tweed,Fruit and nuts - Citrus fruit - Other citrus fruit n.e.c. - Trees of bearing age (no.),5518.28,17.95
113,Riverina,Broadacre crops - Cereal crops - Wheat for grain - Area (ha),652229.44,1446.79
113,Riverina,Broadacre crops - Cereal crops - Wheat for grain - Production (t),1287474.93,1446.79
113,Riverina,Broadacre crops - Cereal crops - Wheat for grain - Yield (t/ha),1.97,..
113,Riverina,Broadacre crops - Cereal crops - Oats for grain - Area (ha),40449.6,544.16
113,Riverina,Broadacre crops - Cereal crops - Oats for grain - Production (t),51939.12,544.16
113,Riverina,Broadacre crops - Cereal crops - Oats for grain - Yield (t/ha),1.28,..
113,Riverina,Broadacre crops - Cereal crops - Barley for grain - Area (ha),181365.51,795.77
113,Riverina,Broadacre crops - Cereal crops - Barley for grain - Production (t),315310.86,795.77
113,Riverina,Broadacre crops - Cereal crops - Barley for grain - Yield (t/ha),1.74,..
113,Riverina,Broadacre crops - Cereal crops - Triticale for grain - Area (ha),4704.35,47.34
113,Riverina,Broadacre crops - Cereal crops - Triticale for grain - Production (t),8584.75,47.34
113,Riverina,Broadacre crops - Cereal crops - Triticale for grain - Yield (t/ha),1.82,..
113,Riverina,Broadacre crops - Cereal crops - Sorghum for grain - Area (ha),1760.13,26.03
113,Riverina,Broadacre crops - Cereal crops - Sorghum for grain - Production (t),3462.08,26.03
113,Riverina,Broadacre crops - Cereal crops - Sorghum for grain - Yield (t/ha),1.97,..
113,Riverina,Broadacre crops - Cereal crops - Rice for grain - Area (ha),26563.52,244.26
113,Riverina,Broadacre crops - Cereal crops - Rice for grain - Production (t),283644.22,244.26
113,Riverina,Broadacre crops - Cereal crops - Rice for grain - Yield (t/ha),10.68,..
113,Riverina,Broadacre crops - Cereal crops - Maize for grain - Area (ha),7234.52,55.9
113,Riverina,Broadacre crops - Cereal crops - Maize for grain - Production (t),72445.48,55.9
113,Riverina,Broadacre crops - Cereal crops - Maize for grain - Yield (t/ha),10.01,..
